StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,botcheck1,botcheck2,Consent,Prior-beliefs_1,Final-beliefs_1,Credibility_1,Confidence_1,Sources-Variability_1,Sources-Variability_4,Sources-Variability_5,Attention-Check,Comments,SC0,PROLIFIC_PID,STUDY_ID,SESSION_ID,Condition,Attention_check
2021-08-26 17:18:26,2021-08-26 17:26:52,IP Address,100,506,True,2021-08-26 17:26:52,R_10ARG7JYgEmAYha,anonymous,EN,17,True,I agree to participate in this research project,100,5,70,100,0,0,0,A single team of six scientists who all concluded that religious people report higher well-being,,1,610890b3f16ce2a44b73b74a,61281933a8af9c2a719e8033,612821326879393cb3925ba8,Single,Single
2021-08-26 17:30:10,2021-08-26 17:35:46,IP Address,100,335,True,2021-08-26 17:35:46,R_5iEyZw0bAkaeS5P,anonymous,EN,17,True,I agree to participate in this research project,40,40,45,70,75,30,40,A single team of six scientists who all concluded that religious people report higher well-being,,256,612803ca5b99972da12334ce,61281933a8af9c2a719e8033,612823fc83248d242882c1a8,Single,Single
2021-08-26 17:24:43,2021-08-26 17:36:07,IP Address,100,683,True,2021-08-26 17:36:07,R_3dXhS1K6ZaKzCcx,anonymous,EN,17,True,I agree to participate in this research project,10,81,6,10,71,10,55,Six independent scientists who all concluded that religious people report higher well-being,NA,257,61215975e5aa1080f274d53c,61281933a8af9c2a719e8033,612822af40bf435816ff6ad5,Multi-consistent,Multi-consistent
2021-08-26 17:29:19,2021-08-26 17:38:45,IP Address,100,565,True,2021-08-26 17:38:45,R_3nq4H9paqwyGGxE,anonymous,EN,17,True,I agree to participate in this research project,70,57,30,20,80,50,60,"Six independent scientists, four of whom concluded that religious people report higher well-being","I am less likely to fully accept the results because 6 scientist is not enough and although 5% was the average, there was still a large spread of those 6 results making them less reliable. Many more scientists would be needed to make the results more reliable.",361,61257fb6fce8b02f5951cdad,61281917e9451c813773f201,612823ac69b77b55eb1970a6,Multi-inconsistent,Multi-inconsistent
2021-08-26 17:35:48,2021-08-26 17:40:35,IP Address,100,286,True,2021-08-26 17:40:35,R_1eqv7OQ5YdjUXsy,anonymous,EN,17,True,I agree to participate in this research project,65,70,57,63,37,23,47,Six independent scientists who all concluded that religious people report higher well-being,,225,61281a5e5bb157abbe79b2cb,61281933a8af9c2a719e8033,6128254c463fd284e2ad362d,Multi-consistent,Multi-consistent
2021-08-26 17:39:10,2021-08-26 17:43:13,IP Address,100,243,True,2021-08-26 17:43:14,R_24A8FZEM3SEUl0r,anonymous,EN,17,True,I agree to participate in this research project,40,45,35,51,9,51,51,A single team of six scientists who all concluded that religious people report higher well-being,,265,5eb9627ab5aff303451ee427,61281933a8af9c2a719e8033,61282616f3dfb9c353d25032,Multi-consistent,Single
2021-08-26 17:39:53,2021-08-26 17:43:58,IP Address,100,245,True,2021-08-26 17:43:59,R_1HouEGkW0QPI7r7,anonymous,EN,17,True,I agree to participate in this research project,81,69,54,10,73,94,29,A single team of six scientists who all concluded that religious people report higher well-being,,349,6127b19b0d1f356501d4eb0c,61281933a8af9c2a719e8033,6128263e9b4739df4e29f76e,Multi-inconsistent,Single
2021-08-26 17:34:35,2021-08-26 17:44:02,IP Address,100,567,True,2021-08-26 17:44:03,R_xoxyIEcDBrduXCh,anonymous,EN,17,True,I agree to participate in this research project,80,80,20,20,75,0,40,A single team of six scientists who all concluded that religious people report higher well-being,,196,61280beeabf1108afe0d9a03,61281917e9451c813773f201,612825029327b384e320b4b7,Single,Single
2021-08-26 17:37:27,2021-08-26 17:44:14,IP Address,100,406,True,2021-08-26 17:44:14,R_2uUn2orfytCbRoH,anonymous,EN,17,True,I agree to participate in this research project,82,82,91,76,40,31,71,"Six independent scientists, four of whom concluded that religious people report higher well-being",,316,610841e6fda3de16660724a0,61281933a8af9c2a719e8033,612825af99d0d10c4ffce1d5,Multi-inconsistent,Multi-inconsistent
2021-08-26 17:43:27,2021-08-26 17:44:25,IP Address,100,57,True,2021-08-26 17:44:25,R_3IatpAh3nFnbnIA,anonymous,EN,17,False,,,,,,,,,,,0,5f3efd7399da001c72cc5e3e,61281917e9451c813773f201,6128271d9098a76c1b9f5cc0,,
2021-08-26 17:35:48,2021-08-26 17:46:15,IP Address,100,627,True,2021-08-26 17:46:16,R_3DbtNYWayWikSBR,anonymous,EN,17,True,I agree to participate in this research project,80,62,63,97,65,35,43,Six independent scientists who all concluded that religious people report higher well-being,,265,6103f2bfe8a9f7c254af2070,61281933a8af9c2a719e8033,612825492fa7c9a00484137b,Multi-consistent,Multi-consistent
2021-08-26 17:42:55,2021-08-26 17:46:53,IP Address,100,238,True,2021-08-26 17:46:54,R_2Pp3VF6Vv7U3aw3,anonymous,EN,17,True,I agree to participate in this research project,75,66,86,50,7,26,38,"Six independent scientists, four of whom concluded that religious people report higher well-being",,174,6127f8245d73c1196629285f,61281933a8af9c2a719e8033,612826f78176ca8b0cc0afe4,Multi-inconsistent,Multi-inconsistent
2021-08-26 17:37:34,2021-08-26 17:46:55,IP Address,100,560,True,2021-08-26 17:46:55,R_3Hp4vTst9oJUNxW,anonymous,EN,17,True,I agree to participate in this research project,40,30,50,40,75,30,73,A single team of six scientists who all concluded that religious people report higher well-being,,355,61244b8d7055210f3e098e19,61281933a8af9c2a719e8033,612825b4576cd886558d7a9f,Single,Single
2021-08-26 17:42:23,2021-08-26 17:47:11,IP Address,100,288,True,2021-08-26 17:47:12,R_spYyduP9RsvWJ5D,anonymous,EN,17,True,I agree to participate in this research project,15,20,70,70,0,40,50,A single team of six scientists who all concluded that religious people report higher well-being,,231,5dad39e6062efc00151a5d2f,61281933a8af9c2a719e8033,612826d9d88c9711f1725e15,Single,Single
2021-08-26 17:49:19,2021-08-26 17:49:25,IP Address,100,6,True,2021-08-26 17:49:26,R_3kh2bucGg59X5Gp,anonymous,EN,,True,,,,,,,,,,,0,61268348c74a121496ec0109,61281917e9451c813773f201,61282878178ed9c1b6352cc3,,
2021-08-26 17:46:08,2021-08-26 17:49:29,IP Address,100,200,True,2021-08-26 17:49:29,R_3ELIJenvyAcqtxQ,anonymous,EN,17,True,I agree to participate in this research project,30,50,40,10,80,40,80,A single team of six scientists who all concluded that religious people report higher well-being,,401,60fd0584e52cf690d9458a94,61281917e9451c813773f201,612827bb19f9c60c6eeeaaf5,Single,Single
2021-08-26 17:39:54,2021-08-26 17:49:50,IP Address,100,596,True,2021-08-26 17:49:50,R_ePsUvST11n8Cso1,anonymous,EN,17,True,I agree to participate in this research project,88,23,75,90,15,10,0,"Six independent scientists, four of whom concluded that religious people report higher well-being",,36,612818be93f17a7a3e917410,61281917e9451c813773f201,612826358a7472c2a1074b8a,Multi-inconsistent,Multi-inconsistent
2021-08-26 17:44:00,2021-08-26 17:50:37,IP Address,100,397,True,2021-08-26 17:50:37,R_1159o0qtEue4WGn,anonymous,EN,17,True,I agree to participate in this research project,87,79,40,100,71,40,81,A single team of six scientists who all concluded that religious people report higher well-being,,395,61217119915c9b4f5875d7cf,61281917e9451c813773f201,612827340e7140721cfa8151,Multi-consistent,Single
2021-08-26 17:39:12,2021-08-26 17:51:59,IP Address,100,767,True,2021-08-26 17:52:00,R_w7YpTqRUIxUvV0B,anonymous,EN,17,True,I agree to participate in this research project,80,90,85,81,55,55,55,A single team of six scientists who all concluded that religious people report higher well-being,,331,610ac263416e7bbdf3f5cfe1,61281933a8af9c2a719e8033,61282614d88c9711f1725e11,Single,Single
2021-08-26 17:39:37,2021-08-26 18:01:00,IP Address,100,1282,True,2021-08-26 18:01:00,R_1l0rFjT2wObw8kp,anonymous,EN,17,True,I agree to participate in this research project,80,80,70,64,0,0,0,Six independent scientists who all concluded that religious people report higher well-being,,1,612604cbf66d6545872c1851,61281917e9451c813773f201,61282635578a8adce25ed5cc,Multi-consistent,Multi-consistent
2021-08-26 17:54:01,2021-08-26 18:02:06,IP Address,100,484,True,2021-08-26 18:02:06,R_RsI6VTaAYsulw53,anonymous,EN,17,True,I agree to participate in this research project,67,64,69,19,31,39,35,Six independent scientists who all concluded that religious people report higher well-being,No comment,215,61234cb0a59b4f099d79acd3,61281917e9451c813773f201,61282991f4f9a3d99307efa1,Multi-inconsistent,Multi-consistent
2021-08-26 17:54:02,2021-08-26 18:02:43,IP Address,100,520,True,2021-08-26 18:02:43,R_3qD03jDveEdLh2n,anonymous,EN,17,True,I agree to participate in this research project,72,64,92,69,53,16,39,Six independent scientists who all concluded that religious people report higher well-being,,203,6127b32b912465823dca1e4b,61281917e9451c813773f201,61282988873a1a7533ee45e0,Multi-consistent,Multi-consistent
2021-08-26 18:03:51,2021-08-26 18:07:58,IP Address,100,247,True,2021-08-26 18:07:58,R_RXkb6hKXa2q0BmF,anonymous,EN,17,True,I agree to participate in this research project,28,28,0,0,0,100,100,Six independent scientists who all concluded that religious people report higher well-being,N/A,501,6126e79373574c3e7e552d09,61281917e9451c813773f201,61282bdd33d04992aff5a466,Multi-inconsistent,Multi-consistent
2021-08-26 18:06:19,2021-08-26 18:12:34,IP Address,100,374,True,2021-08-26 18:12:34,R_2QMcLv3udaSBwSV,anonymous,EN,17,True,I agree to participate in this research project,10,30,40,9,75,70,76,A single team of six scientists who all concluded that religious people report higher well-being,,444,612668c28c64e2b90b8adaa9,61281917e9451c813773f201,61282c5e9cb6edfcb54d009a,Single,Single
2021-08-26 18:03:23,2021-08-26 18:13:39,IP Address,100,616,True,2021-08-26 18:13:40,R_Pvqk7JBsm5FOxJD,anonymous,EN,17,True,I agree to participate in this research project,80,80,75,75,30,40,80,Six independent scientists who all concluded that religious people report higher well-being,"To some extent, it was difficult for me to provide an opinion about the credibility of the studies because I was not presented with any view of the data—only the analysis of that data from the 6 teams. I know that you can't ask respondents to analyze a bunch of data, but I did feel slightly blind when trying to judge the credibility of the scientists.",351,6126f419708ab30ab4451ae8,61281917e9451c813773f201,61282bc1cdbc941e23a5d74c,Multi-consistent,Multi-consistent
2021-08-27 10:04:56,2021-08-27 10:05:08,IP Address,100,12,True,2021-08-27 10:05:09,R_1imIKR17ivTieSB,anonymous,EN,17,False,,,,,,,,,,,0,6123be95c51816baad65653d,61281917e9451c813773f201,61290d27899d2a0b6b764a9d,,
2021-08-27 10:04:01,2021-08-27 10:07:09,IP Address,100,188,True,2021-08-27 10:07:09,R_1DpWZ1DTatL6IIq,anonymous,EN,17,True,I agree to participate in this research project,82,100,68,72,84,70,61,Six independent scientists who all concluded that religious people report higher well-being,,408,5db306ae679c65000bb4bb9a,61281917e9451c813773f201,61290cf0de6af87bc10a8211,Multi-consistent,Multi-consistent
2021-08-27 10:04:47,2021-08-27 10:08:45,IP Address,100,238,True,2021-08-27 10:08:45,R_SMBQQoEJRyfVfmV,anonymous,EN,17,True,I agree to participate in this research project,30,2,10,0,40,65,85,"Six independent scientists, four of whom concluded that religious people report higher well-being",,426,6115ad34a19c80c665700c74,61281917e9451c813773f201,61290d1771e27bce00d40a04,Multi-inconsistent,Multi-inconsistent
2021-08-27 10:05:40,2021-08-27 10:09:24,IP Address,100,224,True,2021-08-27 10:09:24,R_3QYlfrAfYNhpr4H,anonymous,EN,17,True,I agree to participate in this research project,20,80,50,50,50,60,60,A single team of six scientists who all concluded that religious people report higher well-being,,351,611ce54a5580a96511a347ee,61281917e9451c813773f201,61290d4ffc93dd83f2503c1f,Single,Single
2021-08-27 10:09:07,2021-08-27 10:11:59,IP Address,100,172,True,2021-08-27 10:12:00,R_33vC0qGVJXDJ3Eb,anonymous,EN,17,True,I agree to participate in this research project,60,61,10,15,60,76,63,"Six independent scientists, four of whom concluded that religious people report higher well-being",,402,5e6bc0af292f7b1779374bfb,61281933a8af9c2a719e8033,61290e1c3c4e39489f025fd3,Multi-inconsistent,Multi-inconsistent
2021-08-27 10:13:56,2021-08-27 10:14:08,IP Address,100,11,True,2021-08-27 10:14:08,R_1QshkOfwKLadMvS,anonymous,EN,17,False,,,,,,,,,,,0,61279dc1fc0086004a1565b4,61281933a8af9c2a719e8033,61290f41688a832512993b97,,
2021-08-27 10:06:28,2021-08-27 10:14:28,IP Address,100,480,True,2021-08-27 10:14:28,R_DeMRzM68A192bkd,anonymous,EN,17,True,I agree to participate in this research project,10,10,5,0,40,52,20,A single team of six scientists who all concluded that religious people report higher well-being,,205,5e5fc0214d517f000c3d9b8c,61281933a8af9c2a719e8033,61290d753c4e39489f025fbb,Single,Single
2021-08-27 10:10:21,2021-08-27 10:14:39,IP Address,100,258,True,2021-08-27 10:14:40,R_1jImJGBLQigGMl6,anonymous,EN,17,True,I agree to participate in this research project,71,73,55,40,0,50,50,Six independent scientists who all concluded that religious people report higher well-being,,251,5d0b67d06e0c300019e9e68e,61281917e9451c813773f201,61290e69a8da8880360a7c73,Multi-inconsistent,Multi-consistent
2021-08-27 10:11:04,2021-08-27 10:14:57,IP Address,100,233,True,2021-08-27 10:14:57,R_2q7zd2ZVL6CnGCX,anonymous,EN,17,True,I agree to participate in this research project,100,100,100,80,51,51,52,A single team of six scientists who all concluded that religious people report higher well-being,,310,6108147433c96111b6326d21,61281933a8af9c2a719e8033,61290e937dec1278bc1bc3ce,Multi-consistent,Single
2021-08-27 10:11:19,2021-08-27 10:14:59,IP Address,100,220,True,2021-08-27 10:14:59,R_2Vw2X3pU7rn2FMH,anonymous,EN,17,True,I agree to participate in this research project,72,100,72,73,11,0,42,Six independent scientists who all concluded that religious people report higher well-being,,138,60ff3613da8baf747efb64d4,61281933a8af9c2a719e8033,61290ea223da46809340a005,Multi-consistent,Multi-consistent
2021-08-27 10:11:12,2021-08-27 10:15:27,IP Address,100,254,True,2021-08-27 10:15:27,R_2sYkM1cHJ9ptfBo,anonymous,EN,17,True,I agree to participate in this research project,75,90,70,80,40,60,60,A single team of six scientists who all concluded that religious people report higher well-being,,341,6111aadaff111b970736b9f8,61281933a8af9c2a719e8033,61290e9cb2839227aa04323e,Single,Single
2021-08-27 10:12:13,2021-08-27 10:15:54,IP Address,100,220,True,2021-08-27 10:15:55,R_1j8JN72pFuIrezh,anonymous,EN,17,True,I agree to participate in this research project,81,5,60,60,49,40,40,"Six independent scientists, four of whom concluded that religious people report higher well-being",,250,5e5e7da87717c1000e06d0a7,61281933a8af9c2a719e8033,61290ed346a5ded75c263f0c,Multi-inconsistent,Multi-inconsistent
2021-08-27 10:10:13,2021-08-27 10:16:08,IP Address,100,355,True,2021-08-27 10:16:09,R_1lAC6iQrO3qXcZ2,anonymous,EN,17,True,I agree to participate in this research project,81,87,90,63,41,28,53,A single team of six scientists who all concluded that religious people report higher well-being,"Interesting survey. Thank you for the opportunity to participate. ",257,610ac699ad8b370074179962,61281933a8af9c2a719e8033,61290e5ef6b64f10d670dda3,Single,Single
2021-08-27 10:13:19,2021-08-27 10:16:39,IP Address,100,200,True,2021-08-27 10:16:40,R_2CCfKERxaur0S83,anonymous,EN,17,True,I agree to participate in this research project,33,50,75,100,50,10,50,A single team of six scientists who all concluded that religious people report higher well-being,,221,611c223524812b8d1af70ddd,61281917e9451c813773f201,61290f194a37213274c70d84,Single,Single
2021-08-27 10:07:07,2021-08-27 10:17:07,IP Address,100,599,True,2021-08-27 10:17:07,R_2XoZL6x6DkfdCrQ,anonymous,EN,17,True,I agree to participate in this research project,50,50,20,40,75,50,75,Six independent scientists who all concluded that religious people report higher well-being,"It's interesting that you offer only a newspaper report as publication of the findings of your 'survey'. If the current times we live in have taught us anything, it is not to believe the interpretation of any journalist, but to want to go straight to the source ourselves to see if our interpretation of the findings chime with those in any publication. ",401,5f2c0a3cd57f400329a4e296,61281933a8af9c2a719e8033,61290da56c1b3876a563b6d5,Multi-consistent,Multi-consistent
2021-08-27 10:12:19,2021-08-27 10:17:31,IP Address,100,312,True,2021-08-27 10:17:31,R_25SIzZtppYwWCcC,anonymous,EN,17,True,I agree to participate in this research project,90,100,71,80,30,0,31,A single team of six scientists who all concluded that religious people report higher well-being,,124,6120bfc8dcc1abf298db0d8f,61281933a8af9c2a719e8033,61290edda02b639ac2428141,Single,Single
2021-08-27 10:12:10,2021-08-27 10:18:03,IP Address,100,353,True,2021-08-27 10:18:03,R_3qsbJlVvAm0e1Ky,anonymous,EN,17,True,I agree to participate in this research project,67,86,52,29,70,70,71,Six independent scientists who all concluded that religious people report higher well-being,,424,60d32113bb260e3f2de94109,61281917e9451c813773f201,61290ed471abc8b13f00c1b1,Multi-consistent,Multi-consistent
2021-08-27 10:18:37,2021-08-27 10:18:53,IP Address,100,15,True,2021-08-27 10:18:53,R_2aIDzF9M9dC0tlV,anonymous,EN,seventeen,True,,,,,,,,,,,0,610421fd9fd3bc8357e82212,61281933a8af9c2a719e8033,612910599f7555bc4dd476bf,,
2021-08-27 10:13:24,2021-08-27 10:18:56,IP Address,100,331,True,2021-08-27 10:18:56,R_1odrj5QKRG2ebKT,anonymous,EN,17,True,I agree to participate in this research project,60,50,80,85,5,5,6,"Six independent scientists, four of whom concluded that religious people report higher well-being",,34,61265ecd41354d9b45015092,61281917e9451c813773f201,61290f21ee673bd6a501889a,Multi-inconsistent,Multi-inconsistent
2021-08-27 10:13:42,2021-08-27 10:19:23,IP Address,100,340,True,2021-08-27 10:19:23,R_215KhafwVZvSxXd,anonymous,EN,17,True,I agree to participate in this research project,65,85,19,40,30,56,77,Six independent scientists who all concluded that religious people report higher well-being,,374,611d38c0f5665963ad2be29a,61281917e9451c813773f201,61290f3012da7a924b4a1bf1,Multi-consistent,Multi-consistent
2021-08-27 10:13:19,2021-08-27 10:20:31,IP Address,100,431,True,2021-08-27 10:20:31,R_xftIefrD30AgCR3,anonymous,EN,17,True,I agree to participate in this research project,80,90,55,70,60,70,70,"Six independent scientists, four of whom concluded that religious people report higher well-being",,411,61269e48aa7a5d3f5b8b9832,61281917e9451c813773f201,61290f1170b1cd9a7c4265fa,Multi-inconsistent,Multi-inconsistent
2021-08-27 10:19:13,2021-08-27 10:22:26,IP Address,100,192,True,2021-08-27 10:22:26,R_WwjVDLWLmOKJgch,anonymous,EN,17,True,I agree to participate in this research project,82,72,84,50,72,62,43,A single team of six scientists who all concluded that religious people report higher well-being,,326,61266b1e4236cee5eb5e3d67,61281933a8af9c2a719e8033,6129107d3a9a5c0b6b710bfe,Multi-consistent,Single
2021-08-27 10:17:00,2021-08-27 10:23:38,IP Address,100,398,True,2021-08-27 10:23:39,R_2aY4j1p04A7IHl6,anonymous,EN,17,True,I agree to participate in this research project,70,83,91,61,42,35,45,A single team of six scientists who all concluded that religious people report higher well-being,,248,603f7cfa6d22ad0008e76e3c,61281933a8af9c2a719e8033,61290fedc2a0219e82fe0840,Single,Single
2021-08-27 10:20:12,2021-08-27 10:23:51,IP Address,100,218,True,2021-08-27 10:23:51,R_2y1V6OEd0CiLYKu,anonymous,EN,17,True,I agree to participate in this research project,51,72,61,82,51,43,54,Six independent scientists who all concluded that religious people report higher well-being,,300,611fcea57d3aac40b3a5020d,61281933a8af9c2a719e8033,612910b26e9e650b41c83152,Multi-consistent,Multi-consistent
